EFECTIVO,CXC,INVENTARIO,EQ_OFICINA,EQ_TRANSPORTE,TERRENOS_Y_CONSTRUCCIONES,CXP,CONTRIBUCIONES_X_PAGAR,ANTICIPOS_CTE,CAP_SOCIAL,UTILIDADES_ACUMULADAS,UTILIDAD_O_PERDIDA,TOTAL_VENTAS,TOTAL_COMPRAS,UTILIDAD_BRUTA,TOTAL_GASTOS,OBJETIVO
1214007.434,6720038.385,15186085.77,,2023781.528,-5559566.457,6975207.797,316678.8931,7917772.114,167833.2,,-5759998.255,216157427.6,95325413.3,3239636.909,3072824.473,Sospechoso
631171.89,11411075.09,1210605.5990000002,1546611.195,,-5890284.59,11739406.83,328817.2034,5496608.455,346837.7036,14923735.96,-6079703.21,33190665.57,20695676.53,1964753.366,,Sospechoso
1516389.254,14921014.04,14372882.62,,1212827.538,-1092487.052,16422199.59,104358.5379,3713700.108,1001340.352,6000786.362000002,,103582988.0,136975018.4,8869740.146,10938607.23,Sospechoso
1860998.778,41210957.57,1669689.2659999996,6141241.28,724622.5293,-11360602.61,37030584.65,1331014.361,9130990.166,1639042.81,23803846.61,-5382195.052,116191658.8,91272529.63,13535083.97,,Sospechoso
,10118733.84,,179663.861,718553.9122,-7494831.022999999,4385440.164,102688.8441,970340.3755,454275.3428,12689540.64,-2378529.689,76042616.25,24332901.22,3547492.915,,Sospechoso
353717.908,9783970.73,5472143.595,434592.1105,2967932.869,-2250003.022,9277834.809,209431.5784,1558382.246,195470.60600000003,16990699.97,-2798116.005,196843726.2,,10488407.2,,Sospechoso
521763.3246,19151315.29,,,1321862.367,-1231481.473,,,,35671.993989999995,21596342.53,-3886864.137,167532876.3,17884523.73,2541400.71,5563284.457,Sospechoso
243231.8289,11105868.68,539007.65,4304080.0260000015,1184591.991,-2574998.412,,92104.76017,,4935.02926,13010387.71,-5813424.096,81164994.09,24793239.83,1832951.365,1642306.388,Sospechoso
949434.0218,28282817.03,194503.3424,1850691.199,823979.038,-13734772.25,6945979.256,344560.2277,718149.7847,,20040756.95,-5604907.2760000015,61023092.79,156293177.4,4960450.351,11097109.57,Sospechoso
1090441.598,9296315.034,10590403.46,3611016.78,3029405.792,2083207.34,18882756.79,898973.5189,11965180.78,2290633.4,11592913.27,-5100918.395,120923062.3,132935058.6,,5142756.53,Sospechoso
,36451264.21,2826931.654,37601285.02,,309907.7998,43755722.13,1398922.814,2789255.297,688134.479,16841623.57,,102879305.9,117465687.8,7127966.056,16088205.1,Sospechoso
,28696589.15,1919583.327,2722585.6580000003,2412919.627,-12723679.18,16100758.51,1901780.641,8065559.006,2987331.331,26193130.39,-2723325.335,187093586.3,104148366.1,,11137994.38,Sospechoso
612652.6092,14654354.91,7770762.0660000015,5201808.945,,,22755843.83,,7310507.084,206406.0183,18876416.15,-6639304.878,100428068.7,52171988.15,3654996.963,4789251.034,Sospechoso
910010.0458,,6994365.575,2535254.515,444850.0039,-561855.3915,51681862.01,316275.2072,7528087.679,2255959.061,16534207.73,,98307658.14,43378109.94,6828127.759,11251271.89,Sospechoso
725263.2337,7773228.162,214014.6801,936268.5213,737458.8711,-7918875.578,,,,2002321.003,3202583.559,-2825347.618,27969084.92,,4832666.735,4394074.225,Sospechoso
181978.1479,3609760.157,565277.7791,570474.7314,456802.7546,-1415889.877,5992653.105,43339.62486,986525.4977,35296.35293,2101706.741,-4180722.106,26528836.16,24909489.61,4396336.393999998,3085268.607,Sospechoso
552329.71,12882095.29,,2487068.6380000003,,-94504.50269,16706630.32,836559.4609999999,7365099.507,487448.9883,21753887.4,-5729157.177999998,,20649103.25,,,Sospechoso
896482.6532,29305998.74,,7933153.602000001,1724985.637,,37182497.39,503643.0516,2876218.581,146885.761,19634809.04,,190681643.5,136358779.1,11678470.31,17112499.06,Sospechoso
567074.2853,17602670.85,7291991.878,667338.2298,550126.9678,-1642647.008,27947744.38,247898.814,4241512.136,1040443.673,,-3282529.629,111710408.8,39455442.27,19411927.43,,Sospechoso
2282649.577,22617727.02,20646666.22,764127.4609999999,,-1043933.167,19953685.19,670132.9636,7957579.978999998,4671113.079,12279683.04,-5274538.911,73687940.79,108723889.9,7698115.835,12518106.37,Sospechoso
111993.8399,4135719.547,38622.15334,2423759.996,1184300.988,-8084732.3829999985,5372293.105,215373.9011,1581807.7230000002,308.598913,25741049.57,-5055827.08,75490181.37,18282145.41,1642134.965,1534650.832,Sospechoso
752997.502,29866577.92,5028606.805,2313893.132,440323.4153,-2321405.524,21956945.67,,1156985.115,856172.8368,9375421.522,-4356756.287,52002297.67,94316038.55,14638975.63,20808745.58,Sospechoso
2308224.1980000003,,3215455.8510000007,2475260.423,,-8260688.637999998,,463982.2168,4289652.842,1100110.2240000002,16846197.23,-4776646.825,90812234.9,63624568.31,3265952.752,8896737.679,Sospechoso
3010588.608,21995748.04,1472179.539,5335250.0830000015,623144.5574,-8987098.475,18843803.91,963168.9477,3919132.367,1837539.736,15162068.4,-2339231.431,88228922.4,26134485.11,8906919.2,11005313.55,Sospechoso
1228191.692,5046254.055,,462399.4131,,-11971077.77,,95500.89937,2273850.085,,12577524.84,-2008491.317,39374833.89,,5172236.145,,Sospechoso
,,206444.2725,2819979.943,2410295.813,,7483211.067000002,207906.362,4594856.475,,15989935.39,-3517050.479,100439030.3,75428418.2,3087265.581,4007658.376,Sospechoso
528080.3558,5842851.082,1700788.1630000004,353878.5581,1190675.449,-3536354.05,9090601.522,497862.2582,4522299.0660000015,4804055.051,9027782.908,-2653327.838,57278058.24,,5234409.5589999985,5123590.795,Sospechoso
3567133.632,38598446.0,3634262.73,1418657.867,631020.3856,-9924527.269,27563678.17,836838.7681,6091013.8829999985,7305320.757,17544551.81,-2412667.759,110899261.5,46347262.78,10582215.91,,Sospechoso
1593616.687,13338191.38,573320.019,,819905.9573,-9980045.883,10177653.46,250724.3888,,800256.2134,8027710.3089999985,-5171918.927,27390026.37,,4393244.4169999985,7041678.217,Sospechoso
1062343.833,30851492.82,1795055.3590000004,1166791.458,648345.5672,-11392718.99,7590597.278,521247.0733,4301262.481000002,230951.0618,27532194.31,-5501686.125,97719240.84,,2044349.786,5498296.37,Sospechoso
620239.5319,953111.7988,678608.3744,799783.0303,1326754.591,-3302220.562,2188434.748,39643.0191,,92375.72322,-608649.328,-4112586.276,,37488672.64,950455.847,1014835.485,Sospechoso
156957.4447,6602942.046,638331.9151,801195.6851,614252.3535,-3510365.8710000007,6372463.36,219433.1655,2974031.309,,9591238.67,-5927022.196,22534632.99,60819143.23,4133124.151,2740832.19,Sospechoso
10794051.69,,5038913.976,,763124.928,-8808120.842,,1212680.546,8140617.637,9744124.216,6165639.3160000015,-2874195.731,,86229490.43,8377015.32,12424221.72,Sospechoso
1353249.035,35524828.09,5914378.376,1204924.499,575699.019,-5795696.297,,825368.1974,6364170.228999998,5109012.955,18057090.59,-3380265.73,,,16849336.98,15578135.73,Sospechoso
,13841956.27,,2347193.487,826175.5229999998,-72796.64707,25693017.44,310063.1575,3598424.368,1390289.221,8167293.022999999,-2957966.042,56413536.97,50398671.91,19130585.73,,Sospechoso
366291.711,2704180.157,385422.2088,380512.0011,417811.5198,-7117647.627,2897470.61,159471.4414,1096617.303,48729.32324,12908139.93,-3081232.526,44743499.23,12611793.2,2762458.541,2526230.623,Sospechoso
3704159.546,21882779.8,7404500.386,,,-9548051.171,19364438.31,,7409551.418,,15045461.53,-6285929.861000001,93036234.04,369089539.2,7540547.821,11089102.79,Sospechoso
934748.2483,28349356.0,,14825002.23,2665022.125,-6377931.672,56970354.2,98306.83408,4295079.898,,21752831.42,-6220469.751,256734172.5,251575770.4,16352614.66,13552232.99,Sospechoso
2919457.925,15588144.76,1483157.7880000004,12235970.42,1682223.187,-7066358.0989999985,28933253.86,285790.4334,5248760.287,1129371.388,4836790.919,-3482800.041,80558796.75,130753754.5,14812708.19,11083111.31,Sospechoso
920189.6258,18844590.22,3424229.404,1818682.108,950255.2274,-4046943.825,22474048.36,136971.74599999998,2712909.097,1084210.519,4639552.7360000005,-3346102.999,60357963.0,,20404626.18,15158867.53,Sospechoso
621020.4278,12314420.75,1040655.247,7435182.818,1591018.529,-2321473.268,21988800.23,,2195623.938,728797.8419,10216965.45,,76068290.61,58796445.78,,12335674.03,Sospechoso
,11785946.8,2657865.524,567482.7541,362996.3636,,13199657.07,117454.2671,,65409.31636,17871873.62,-5039736.808,98426434.17,,3715643.284,2594347.681,Sospechoso
,40049320.2,,20079890.23,2544247.564,,54914739.6,113049.5511,2025232.003,,,-4887204.594,158379162.0,705466371.2,36354956.97,28683531.1,Sospechoso
579285.6846,5325641.584,2414797.357,1094408.422,317449.723,,8780216.437,103585.0194,,210041.2442,5700267.306,-3597330.954,,12554339.5,3199719.201000001,3554432.505,Sospechoso
200112.2732,5632380.574,1220365.956,,726478.0437,-1093760.14,4733322.863,274201.7854,610016.9461,157079.8322,12488983.28,-3221787.686,66960319.01,17789080.53,3271534.701000001,4957454.482,Sospechoso
219857.9277,15985146.28,749722.0374,4326038.297,1158110.403,-1561264.5369999998,22282829.19,,1660623.87,,11331134.03,-6492741.347,83762861.82,,3587102.721000001,5080942.903,Sospechoso
317207.064,21501961.46,2088579.07,774351.0282,767260.4971,-2827688.4460000005,20899838.61,162514.1435,2069728.068,884910.002,14921299.26,-2420491.546,101808426.3,26139775.1,10873926.63,11446815.85,Sospechoso
,11886647.54,5555040.003,450221.9807,557036.5716,-871325.872,11828866.4,,2335941.327,699740.1893,16771462.64,-4815248.098,87451073.07,34596538.64,5210273.518999998,6903770.007,Sospechoso
172330.7043,3388399.896,412729.4754,163342.3583,186039.1955,,4484234.345,90500.85568,2688151.8860000004,958834.1303,,-3857934.275,15527096.85,9306691.392,,,Sospechoso
10274810.67,33286795.79,8108538.017999998,5661833.745,514409.0656,,,3367249.07,5471011.767999998,19889201.71,,-2374433.83,42313159.81,165305865.7,20894037.66,33506591.8,Sospechoso
,23464833.71,10552901.07,357720.6948,562662.4097,-6265236.674,,,4713117.337,1343239.556,20985122.13,,154308622.1,58427824.11,15530088.27,11993934.48,Sospechoso
4294131.492,13413635.73,,895090.1666,2178508.64,-4025444.615,15021488.32,576618.2272,14501796.92,5818809.185,11684811.38,-5094348.198,111205193.3,185949803.8,3527854.251,6598639.78,Sospechoso
125869.8855,8238170.333,987180.358,,2476700.858,1212555.763,18544324.19,155162.8007,2764000.98,58519.91629,16091002.28,-2236811.897,156068493.9,,9667038.759,,Sospechoso
1487863.765,,,,1612226.1509999996,,17842040.85,294269.8617,3194602.823000001,275059.4487,,-5572537.932999998,73862935.14,140306501.7,5427006.114,8122816.614,Sospechoso
721542.9922,7511326.7179999985,7520714.857999999,,355169.2244,-1501575.1,15707981.75,204566.7052,2617645.692,1949278.196,3617678.698,-3612630.078,45153618.04,76411567.53,19374095.57,11322218.84,Sospechoso
2815610.501,22045310.78,4874920.85,8447484.02,194172.9186,-4397021.2919999985,36718169.35,1819033.657,7163586.177999998,4583146.412,,-5778765.374,27024252.12,,16639960.12,13676878.09,Sospechoso
630384.799,,146732.28699999998,11829418.54,1199721.543,-10799161.5,8585366.779,,2514019.13,11310.89172,15976165.2,-4380942.627,38637057.93,77588059.78,6734428.384,7542974.379,Sospechoso
,15847530.62,5627416.0079999985,840070.0298,1097579.705,-2452254.52,24182678.38,600404.7085,,2874054.088,16850491.09,,129807041.6,46020310.86,12439877.21,,Sospechoso
278753.8968,,753328.5129999998,1750911.0980000002,,,25108759.82,180559.4814,1483275.478,,,-3929084.323,89707982.23,60968087.06,19097074.06,11117044.3,Sospechoso
1025677.887,22474475.45,,,583808.3041,-5914236.825,11752368.98,809883.3678,464512.9133,,17523821.25,-1771997.7019999996,,54851484.13,14918800.14,25961926.97,Sospechoso
440312.8066,21882863.34,8505283.082,166230.7359,557973.2098,-586163.6471,,659333.9914,1317037.598,3133098.03,18668984.69,-2075391.765,132462157.9,17608560.19,,13248910.59,Sospechoso
932205.5457,4989243.961,,,893507.6247,-10228443.45,4194770.773,176421.9143,4948284.1110000005,673851.7657,11850856.59,-3022064.044,61239686.36,11597802.97,799462.7318,,Sospechoso
646496.0589,,1805926.566,861183.4821,51540.54163,-3644338.56,37230175.82,307057.5098,1344236.795,2069688.09,13335281.81,-2316447.936,65855757.76,,13592679.01,15459767.69,Sospechoso
,20440098.5,2165844.486,,854526.2788,,,1503256.32,3597685.425,4749979.209,,,79685664.31,,14715928.56,15232638.05,Sospechoso
217323.5483,5427068.891,243138.221,,152633.4193,-2222003.22,,,5063865.935,172207.3773,5638664.21,,7847352.9739999985,29653301.95,1378601.959,972512.3377,Sospechoso
,28225169.61,,19327585.99,1697202.458,-8147642.699,31932035.27,598033.7696,2019290.875,359585.8349,17831397.04,-3329787.983,158710192.3,105439570.4,,21622414.89,Sospechoso
,12516273.64,8748496.23,1334586.155,1093432.375,-5073467.252,24253705.85,,,1185228.406,21697249.67,-6119787.472,162046025.0,49684456.23,4081249.131,2599154.0840000003,Sospechoso
896003.5654,3710712.618,,1602677.644,1483343.4630000002,-2060410.882,13033139.52,336337.7518,3167259.741000001,618201.9894,,-4068505.332,,154810170.0,14669939.45,8477830.121,Sospechoso
524867.544,23524620.89,3026969.997,2636487.35,2368317.429,-5207552.514,26266749.66,231842.187,821787.1166,,13571835.3,-3905926.882,118157173.4,460570263.8,26303762.24,,Sospechoso
263812.002,14977592.09,271852.001,4141071.281,321327.3177,-4055674.825,15960179.19,110946.4297,1494033.9330000004,97141.45412,10785221.45,,28002210.45,17264363.14,10117760.57,9092102.262,Sospechoso
2384480.377,24474866.82,663706.4513,10435506.48,,-9913992.384,29022541.68,479248.5794,4710964.89,2650391.666,11110991.35,-2025314.216,59983433.19,99412592.17,19822880.36,17937881.16,Sospechoso
410501.1465,15451641.53,1893562.702,356252.2102,2214918.244,,6738551.149,950531.7196,,473798.3522,27651517.33,-6802980.02,137841825.2,253930708.1,2203390.061,5549366.55,Sospechoso
965199.8118,,1673706.679,2707817.921,1357326.563,-5065081.818,16502783.52,851534.6009999998,,4089861.701,7870175.39,-4362548.568,50320972.76,101392724.4,8704781.45,5702487.629,Sospechoso
242045.7671,2942184.481,413420.7154,478431.7727,848901.4766,,,117193.78,2468095.108,10623.27849,18222320.47,-4040664.858,82378054.02,,1375773.517,1096276.472,Sospechoso
1538695.5359999996,12006562.88,,2271967.453,886789.0333,-5375249.5320000015,17156907.5,930648.6519,9548569.782,1788822.62,16666405.46,-6712816.259,69488260.38,77027483.48,1557577.878,,Sospechoso
1799585.981,,16346148.18,,503950.4512,-5421947.964,50563132.2,246671.6049,5544736.753,1212422.183,19051682.96,-5708714.78,167511053.0,152860934.2,21222992.21,19975557.77,Sospechoso
6098644.0,23958878.5,16454512.05,,1578823.332,-1619242.8480000002,33981871.58,1200704.344,5164215.454,11190734.69,5233784.015,-4013843.125,94252853.54,337403646.2,13127381.21,25203588.15,Sospechoso
12589286.91,54414326.42,,52219006.0,838368.1956,-7887403.322000002,65764836.76,1653733.988,12716805.37,2316546.951,19997058.7,,135542355.2,169230018.3,7818200.396000002,17566013.44,Sospechoso
3443599.272,22160074.35,5198657.15,6198412.778,1887333.976,-5839511.377,,,,1365680.004,12749006.49,-3577368.1960000005,158249367.0,98308107.89,10849069.98,12380759.52,Sospechoso
887570.9607,24696038.0,2262019.023,4719839.612,3373953.963,,17980902.51,833414.9849,6724322.251,1391415.2869999998,18452879.24,,,159484085.4,,7605023.9,Sospechoso
496215.1781,1675337.904,788875.5632,132873.1759,,-4258976.164,2522377.066,154557.5776,5929247.563999998,2257812.225,1487260.843,-3138145.828,11162998.73,8062401.895,1694667.2769999998,738610.9135,Sospechoso
604633.5716,17116884.78,1363753.7340000002,,480262.8913,-8591669.953,10164008.6,67099.0489,3745863.674,2417.69217,20569702.19,,86067346.14,28384779.44,1116347.693,,Sospechoso
125309.0606,12141854.6,,2551477.768,2457522.98,493018.965,,223752.085,1094044.466,55216.10857999999,11432893.01,,113786404.0,156919301.4,30722198.44,14187168.78,Sospechoso
647697.7769,34960913.8,3217470.97,12508206.33,2454402.491,-4555359.767,37474613.27,240257.1181,3323375.335,91618.84021,16923962.97,-6496676.53,135718690.9,,12705036.36,15459122.94,Sospechoso
2026389.913,52183576.69,10866072.77,2775807.353,1981953.547,,60117083.4,149138.9903,3487796.5160000008,405735.6479,16282252.96,-6765684.914,204289058.9,1634135441.0,34508392.65,30032047.36,Sospechoso
3804468.37,34336689.18,6504431.62,3706903.858,1634697.221,,30209335.81,529545.9199,6922345.726,1623830.949,,-3868819.462,152284431.4,228402203.9,23298833.11,17533987.92,Sospechoso
,29244324.86,4065256.82,,645049.6418,-6879124.336,22149619.37,423465.386,3204681.85,152373.0672,23123160.52,-4303576.696,140796660.3,,12599304.44,11489723.14,Sospechoso
2332407.034,9590131.69,3143390.895,2415759.758,1891845.401,,,341057.946,927251.2186,802684.4609999999,8937367.379,,77417517.76,199483219.9,7640681.903,18002735.11,Sospechoso
1623659.29,27905940.71,1843906.848,6375779.99,,-8125165.972,,576962.3543,11769202.87,2610000.784,12673044.38,-4262776.532,93966129.85,121013983.6,13560812.84,7806761.087,Sospechoso
1278809.072,14706568.54,6329651.357000002,931676.9613,,-5500340.548,10564722.36,1132073.184,14100097.42,3342299.381,18861207.48,-7230631.579,52570263.35,113342991.3,,2811470.214,Sospechoso
,10786020.8,455086.7283,1437503.965,2655493.596,-6170961.171,,113184.6509,207806.6091,446.644105,22012782.68,,147262426.3,58206082.23,6494734.357000002,9528432.098,Sospechoso
,2775619.222,1669157.3180000002,3249776.878,2572090.869,-2306853.85,8153124.873,158357.1528,,232918.6174,6319170.582,,,41681355.63,,,Sospechoso
1276518.655,41406901.27,3063878.154,6079964.658,1447277.275,-7275789.851,,786591.0566,6881321.591,,19733966.82,-3480671.922,133118051.9,76868592.89,15007246.73,13502106.37,Sospechoso
1017223.619,14038254.11,1154727.091,10708535.62,1908152.385,-8121162.696,,372994.6998,5208204.903,9512.059477,20526404.59,-5586296.072000002,106797169.5,65837335.09,3313853.903,3594049.248,Sospechoso
1965014.066,63690588.5,15329737.38,2746750.415,,-5799028.192000002,63266038.42,1974424.15,,3496341.903,22611139.07,-5887102.844,,159744988.6,,33156776.47,Sospechoso
2708619.649,20762554.26,2136874.723,1950183.804,1285315.03,-9783184.239,17808800.37,495264.6187,,3213580.799,11187882.03,-3333273.213,81173528.02,134614729.1,10717389.1,13399869.53,Sospechoso
446181.8147,21693148.35,2322629.037,1049908.9640000002,1148905.971,-7706075.0929999985,15130600.67,675571.512,,620460.9663,24704063.54,-4461333.815,,,9154723.57,6891309.0,Sospechoso
88622.81293,7491081.302,92460.68474,,278286.8511,-6344369.2579999985,2508111.836,91659.43508,1290556.3,,13956699.04,-3814169.581,25149073.69,9044837.307,2274006.2180000003,1595960.878,Sospechoso
5202427.81,28578092.04,5044563.353999998,14429084.47,,-8601255.217,47047474.43,,5845387.376,1319922.518,11241444.24,-4632544.899,162249916.9,632146837.7,23126788.14,21974635.21,Sospechoso
619014.1397,44070780.18,856603.8669,6994674.481000002,1043348.703,-9821278.69,29334881.31,,5897601.585,442385.5477,23627370.09,-3295114.232,133449400.8,48374103.7,22510364.74,11286237.84,Sospechoso
2525773.827,1189394.034,8638.762082,,417012.3801,,1687572.0480000004,279339.6216,9851766.866,,960967.3069,-5129358.5430000005,1908566.464,24534000.81,163841.7351,325363.777,Sospechoso
,14447177.88,1071379.029,5003823.5589999985,2110784.847,-13151750.38,12950797.76,247203.4792,2808996.876,3503999.182,614839.9559,-2617352.442,,526699792.3,12609948.68,19581681.76,Sospechoso
,28336418.65,6618306.573,7105774.197000002,1419602.247,-1131673.843,50589414.05,1143534.379,6618715.122,6290228.431,,-4512518.84,98078212.25,202799508.0,,18776379.41,Sospechoso
